a,b,c,d,e,f,g,h,x,y,calls
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075875175,  -0.003929975884175,  485.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075514745,  -0.003927724284530,  178.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075902469,  -0.003930112385073,  163.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075910906,  -0.003930153617652,   11.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077910956,  -0.003927228020861,  160.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076980043,  -0.003931713492868,   24.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077110387,  -0.003931410341270,  382.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077632478,  -0.003929133558196,  209.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076339316,  -0.003931649263413,  623.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076305449,  -0.003931573598236, 1286.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077928059,  -0.003927095407061,  105.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.074987343,  -0.003922915852666,  795.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076186894,  -0.003931251261414,  147.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075802478,  -0.003929589002492,   13.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077752783,  -0.003928369088054,  527.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075238593,  -0.003925431815598,  180.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075088847,  -0.003923981780851,  517.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076492250,  -0.003931900278993,  665.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077176225,  -0.003931216804129,    5.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078424024,  -0.003922469255716,  663.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075528268,  -0.003927823875577,  394.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077000130,  -0.003931673712444,  767.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077532837,  -0.003929698899424, 1104.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077480571,  -0.003929970829336,  227.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075396414,  -0.003926802433184,   90.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075306483,  -0.003926041211249,   59.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076051035,  -0.003930771749404, 1298.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078265940,  -0.003924107228694,   85.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075900723,  -0.003930103797349,  540.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075170437,  -0.003924789924755,  187.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075854861,  -0.003929871191246, 1280.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076014126,  -0.003930621123644,   25.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075378817,  -0.003926657608446, 1024.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076019802,  -0.003930644851033, 1324.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078153053,  -0.003925183442026,  571.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077359887,  -0.003930533905110,  275.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076520778,  -0.003931930697743,  861.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076112752,  -0.003931004176408,  121.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075328989,  -0.003926236630348,  371.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077634941,  -0.003929118801616,  671.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076211771,  -0.003931326317844,  382.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076930425,  -0.003931800909775,  263.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078460573,  -0.003922068865098,   44.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075835405,  -0.003929768436076,  313.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075892915,  -0.003930065147015,  238.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078338169,  -0.003923377759017, 1148.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077317320,  -0.003930710900641,  163.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076954208,  -0.003931760936228,  298.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077295858,  -0.003930795859489,   71.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076303473,  -0.003931568958223,   10.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076078677,  -0.003930878856944,  594.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077288059,  -0.003930826021107, 1365.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077052140,  -0.003931558961215,   40.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078081183,  -0.003925827958030,   75.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078445783,  -0.003922231866853,  146.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076390684,  -0.003931750123508,  202.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076824939,  -0.003931935381923,   36.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075479393,  -0.003927458359303,  223.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075828545,  -0.003929731626275,    2.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078402995,  -0.003922695935605,  485.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076368690,  -0.003931708989035,  326.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077681971,  -0.003928829890058,   14.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075426162,  -0.003927042704811,   72.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078091292,  -0.003925739215017, 1312.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076803172,  -0.003931954422422,  582.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075926899,  -0.003930230518764,  518.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077009326,  -0.003931654657435,  250.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076349897,  -0.003931671409790,  158.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077083867,  -0.003931480642071, 1091.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077604922,  -0.003929296055337,  266.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075195474,  -0.003925029234587, 2279.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078175450,  -0.003924976119703,  227.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077769990,  -0.003928252433579,  111.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077116981,  -0.003931392180335,    6.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075709452,  -0.003929044429808,   13.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075713901,  -0.003929071737840,   63.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077731142,  -0.003928513199098,  499.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.074947129,  -0.003922474958027,  438.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077177295,  -0.003931213435006,   26.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077490051,  -0.003929922767783,   54.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076245133,  -0.003931420785690,   32.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076206026,  -0.003931309334299,  325.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075551330,  -0.003927990994332,  151.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.076779243,  -0.003931971914258,  226.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078260580,  -0.003924160088948,  105.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075543545,  -0.003927934959420,   46.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078013391,  -0.003926406860083, 1064.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077430210,  -0.003930216808054,   11.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075927575,  -0.003930233729566,    6.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.074939711,  -0.003922392476790,  282.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075873462,  -0.003929967159084,   65.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078182422,  -0.003924910962576,  237.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.078035664,  -0.003926219778651,  347.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075871329,  -0.003929956267730,   47.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075885323,  -0.003930027193738,  133.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075066458,  -0.003923752447187,    3.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077336609,  -0.003930632094523,  312.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.074923322,  -0.003922208962044,  881.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.077266658,  -0.003930906837054,  182.0
 10.00,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,  0.10,.075137056,  -0.003924464528706,   78.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076984286,  -0.003931705300239,   27.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075753419,  -0.003929308742785,   23.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077723066,  -0.003928566243993,  170.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076307800,  -0.003931579086315,   26.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077555144,  -0.003929577678377,   35.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075064049,  -0.003923727571253,   37.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077679496,  -0.003928845434332,   29.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075868772,  -0.003929943172087,  153.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076077609,  -0.003930874809142,   30.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075904135,  -0.003930120564211,   24.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076256380,  -0.003931451034809,   25.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075969687,  -0.003930428208574,   24.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078375250,  -0.003922990890209,   52.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077066924,  -0.003931523250950,   32.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077606240,  -0.003929288388523,  181.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077432090,  -0.003930207909304,   31.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076479371,  -0.003931884858435,   26.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078039113,  -0.003926190531851,   31.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075121810,  -0.003924313494185,  151.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075318299,  -0.003926144219365,  163.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077610574,  -0.003929263108729,   23.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077362521,  -0.003930522582761,   26.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075814094,  -0.003929653096110,   24.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077884621,  -0.003927428707702,   21.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075429281,  -0.003927067562757,   36.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.074963630,  -0.003922657141472,  184.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078110177,  -0.003925571759960,   29.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078148382,  -0.003925226294240,   38.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076166016,  -0.003931185228547,  179.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.074911140,  -0.003922071428470,   26.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075243648,  -0.003925478225677,  191.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077180430,  -0.003931203525353,   34.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076444624,  -0.003931838010405,   27.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076683482,  -0.003932005811010,   26.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076963178,  -0.003931744938907,   28.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.074957768,  -0.003922592625467,   20.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077984869,  -0.003926641984997,   31.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077741378,  -0.003928445395972,   37.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077054874,  -0.003931552460385,  174.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078303103,  -0.003923735885823,   20.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.074958886,  -0.003922604953768,   36.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075179959,  -0.003924881424069,   26.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077289365,  -0.003930820995461,   37.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077126255,  -0.003931366176135,   37.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077900653,  -0.003927307041657,  174.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075038531,  -0.003923461798124,   23.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077491698,  -0.003929914357356,   24.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077939118,  -0.003927008700609,   64.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078079046,  -0.003925846635298,   32.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077151267,  -0.003931293358717,   30.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076701939,  -0.003932003774794,   26.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077327970,  -0.003930667676063,   29.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075410624,  -0.003926917919510,   28.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.074973324,  -0.003922763349448,   28.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076456455,  -0.003931854821079,   21.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077887249,  -0.003927408871686,   29.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077330468,  -0.003930657432680,  207.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076336873,  -0.003931644049310,   63.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076251629,  -0.003931438355556,   44.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075421833,  -0.003927008094719,  157.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077929941,  -0.003927080703230,   29.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076191826,  -0.003931266455616,   43.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077002511,  -0.003931668829567,   34.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075043671,  -0.003923515672175,   41.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077296601,  -0.003930792963724,   21.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.074908733,  -0.003922044135479,   25.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076057602,  -0.003930797638821,   45.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075267278,  -0.003925692947280,    6.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076466854,  -0.003931868864167,   46.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075412859,  -0.003926935964211,   27.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075943590,  -0.003930309026259,   30.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077629112,  -0.003929153654628,   35.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077709819,  -0.003928652370467,   32.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077253121,  -0.003930956485229,   34.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078139532,  -0.003925307116533,   32.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075636739,  -0.003928580009198,   31.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077909987,  -0.003927235485143,   38.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077704558,  -0.003928686275426,  169.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075486169,  -0.003927509955713,   48.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077176274,  -0.003931216650656,   28.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076129458,  -0.003931062911568,  164.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077241467,  -0.003930998309124,   36.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077818404,  -0.003927914416993,   38.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078225890,  -0.003924497977983,   29.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075675015,  -0.003928828719903,  148.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.074993701,  -0.003922984594960,  306.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078197404,  -0.003924769921271,   25.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075117374,  -0.003924269272304,   29.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.077825368,  -0.003927864610715,   41.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075840572,  -0.003929795959023,   28.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076606720,  -0.003931991215554,   35.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076641885,  -0.003932002519373,  200.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078381243,  -0.003922927578033,   32.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075098093,  -0.003924075538023,   47.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075466013,  -0.003927355608269,   25.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.078439006,  -0.003922306114174,   36.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.076009101,  -0.003930599941545,   25.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075510291,  -0.003927691225089,  185.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075115009,  -0.003924245633090,  171.0
 30.00,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,  0.30,.075828385,  -0.003929730765120,   52.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.076403340,  -0.003931772401429,   13.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075879191,  -0.003929996266474,   18.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075292738,  -0.003925920245389,   21.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.077658942,  -0.003928973069241,   23.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075947117,  -0.003930325391476,   12.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075091952,  -0.003924013334643,    1.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075438129,  -0.003927137749148,   10.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.076516904,  -0.003931926869326,   33.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.076811782,  -0.003931947247308,   21.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.077834417,  -0.003927799435264,   21.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.078269480,  -0.003924072217594,   23.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.077233312,  -0.003931027074647,  148.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.077119604,  -0.003931384878752,   11.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075209326,  -0.003925159883437,  295.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.078184071,  -0.003924895503643,  274.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.078199389,  -0.003924751132377,  143.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.077500218,  -0.003929870597776,   19.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.076256028,  -0.003931450101394,   21.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.076276991,  -0.003931504382286,   23.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075763620,  -0.003929368292778,   22.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075967469,  -0.003930418247656,   20.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.077816392,  -0.003927928752952,   29.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075521573,  -0.003927774723176,   19.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.076505457,  -0.003931915002014,   17.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075902154,  -0.003930110836147,  142.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.077698869,  -0.003928722740345,  150.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075453606,  -0.003927259289091,   20.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075844702,  -0.003929817837997,   20.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.076284219,  -0.003931522450902,    8.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.078195150,  -0.003924791230634,    3.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.075485639,  -0.003927505934628,   16.0
 50.00,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,  0.50,.077594650,  -0.003929355427996,   18.0
