a,b,c,d,e,f,g,h,x,y,calls
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075586548,  -0.003928239570316,   58.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078401064,  -0.003922716618476,  105.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075047479,  -0.003923555475330,  120.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076458665,  -0.003931857863091,   56.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075258850,  -0.003925616777996,  137.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076458722,  -0.003931857940158,  116.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077450521,  -0.003930119499681,  127.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076466515,  -0.003931868417224,  791.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077390733,  -0.003930398603823,  173.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077296529,  -0.003930793243818,  887.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076697698,  -0.003932004432814,   44.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078145759,  -0.003925250301801,   70.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078112005,  -0.003925555428758,  131.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075158578,  -0.003924675153214,  135.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075613673,  -0.003928425571413,    4.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077357412,  -0.003930544508326,   76.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075091972,  -0.003924013534877,  160.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076143000,  -0.003931109215060,  114.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078167275,  -0.003925052149834,  113.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076419537,  -0.003931799430187,   26.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076680582,  -0.003932005935591,  105.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075616277,  -0.003928443174731,   94.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078360574,  -0.003923145008428,  182.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075003781,  -0.003923093034145,   84.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075557267,  -0.003928033455519,  160.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077921548,  -0.003927146105508,  130.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077821396,  -0.003927893052332,  127.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077417671,  -0.003930275601183,   11.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078252368,  -0.003924240741860,  196.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078254782,  -0.003924217075135,   73.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076184469,  -0.003931243736045,   79.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.074934982,  -0.003922339698678,   98.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075049540,  -0.003923576978760,   93.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075733101,  -0.003929188145204,  268.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078286360,  -0.003923904227587,  126.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075354909,  -0.003926457622660,   39.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075463711,  -0.003927337809063,   57.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076337103,  -0.003931644541182,   94.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078255676,  -0.003924208309445,   96.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075021332,  -0.003923280260581,   98.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076090115,  -0.003930921749491,   61.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076661269,  -0.003932005411954,   88.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076564837,  -0.003931967557558,  123.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077444105,  -0.003930150514823,  721.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077399665,  -0.003930358318165,  164.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077509698,  -0.003929821375799,  101.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078312396,  -0.003923641705724,  106.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077315192,  -0.003930719453025,  106.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075333912,  -0.003926278935918,   94.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075808014,  -0.003929619656209,  118.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075521872,  -0.003927776922579,  143.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076857862,  -0.003931900919637,  128.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077524859,  -0.003929741504307,   98.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078336670,  -0.003923393216918,  128.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075166940,  -0.003924756178623,   80.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077669101,  -0.003928910310967,   86.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075632074,  -0.003928549052712,  155.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076556221,  -0.003931961314822,   77.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075831583,  -0.003929747963607,  112.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076229591,  -0.003931377658573,   76.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077437119,  -0.003930183996107,   65.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075486753,  -0.003927514393697,   50.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078115130,  -0.003925527477531,  129.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076153427,  -0.003931144069429,  116.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077398103,  -0.003930365399516,  116.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075012136,  -0.003923182418521,   10.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076966782,  -0.003931738367772,   68.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076112819,  -0.003931004416311,  120.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075651634,  -0.003928677918496,   78.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077974941,  -0.003926722659950,   18.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076495586,  -0.003931904101914,  113.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076639001,  -0.003932001886239,  138.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076601750,  -0.003931988987855,   97.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078102725,  -0.003925638094428,  176.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075645090,  -0.003928635079243,   47.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077853169,  -0.003927662781928,  146.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075074116,  -0.003923831256350,  156.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078040352,  -0.003926180010327,  156.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077554424,  -0.003929581637220,  111.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075213004,  -0.003925194362420,   76.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075702225,  -0.003928999791390,   61.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076851600,  -0.003931907998453,  114.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077430900,  -0.003930213542516,   95.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075782559,  -0.003929477076212,  199.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075768108,  -0.003929394278375,   87.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075199043,  -0.003925063013679,   97.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075162809,  -0.003924716204434,  106.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077829086,  -0.003927837896224,  149.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075952336,  -0.003930349454181,   67.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076230778,  -0.003931381006838,   38.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.074999455,  -0.003923046578398,  109.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.077954353,  -0.003926888011103,   70.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076946092,  -0.003931774975691,  211.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078438764,  -0.003922308765121,  143.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078173791,  -0.003924991584168,   98.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.078432020,  -0.003922382361185,   24.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.076958546,  -0.003931753262312,   93.0
 90.00,  0.10,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,.075105240,  -0.003924147638783,  141.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075659166,  -0.003928726880143,   31.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076674790,  -0.003932006025642,   37.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076079032,  -0.003930880201187,   21.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078464437,  -0.003922026058443,  110.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077972261,  -0.003926744328566,   22.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075607636,  -0.003928384584975,   26.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076580614,  -0.003931977771065,   16.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076043393,  -0.003930741277764,   21.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076896283,  -0.003931852085049,   49.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075251519,  -0.003925550150635,   29.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078198287,  -0.003924761566605,   22.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075560203,  -0.003928054373174,   30.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078063576,  -0.003925981022357,  103.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076932796,  -0.003931797083688,   38.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075451378,  -0.003927241891189,   38.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075282677,  -0.003925830929241,   33.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076351031,  -0.003931673739468,   30.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077414011,  -0.003930292579628,   24.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077184749,  -0.003931189767794,   24.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077934016,  -0.003927048797755,   37.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078215039,  -0.003924602151934,   30.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075250439,  -0.003925540309231,   37.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078446738,  -0.003922221381397,   35.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075178200,  -0.003924864559113,   30.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077278192,  -0.003930863635481,   23.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076106950,  -0.003930983363882,  310.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075387150,  -0.003926726438831,  274.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075205321,  -0.003925122234742,   35.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077877053,  -0.003927485584883,   26.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077907554,  -0.003927254188600,   31.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076037311,  -0.003930716759227,   78.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075341363,  -0.003926342674095,   28.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078253724,  -0.003924227451442,   23.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077126433,  -0.003931365670986,  237.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078304135,  -0.003923725453161,  296.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076403004,  -0.003931771823685,  128.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075615029,  -0.003928434746822,   20.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076112205,  -0.003931002224912,   39.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076619689,  -0.003931996293662,   23.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076919244,  -0.003931818474174,   32.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075048901,  -0.003923570311882,  139.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075928984,  -0.003930240421668,   28.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077271330,  -0.003930889437370,  108.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075524102,  -0.003927793320046,   26.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077077910,  -0.003931495826220,   23.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077921939,  -0.003927143068709,   27.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075913053,  -0.003930164033927,  135.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076402950,  -0.003931771730663,  134.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078178615,  -0.003924946578852,   23.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077350279,  -0.003930574843493,   44.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.074917971,  -0.003922148673237,   25.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076316397,  -0.003931598855433,   90.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077369665,  -0.003930491658948,   75.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075605082,  -0.003928367172531,   39.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075397745,  -0.003926813307806,   52.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075481743,  -0.003927476288911,   20.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078134276,  -0.003925354890259,  159.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.074951982,  -0.003922528719197,    6.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076774219,  -0.003931975128518,   23.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077723254,  -0.003928565013479,    7.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078448214,  -0.003922205171467,   36.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077915692,  -0.003927191477919,   34.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075744268,  -0.003929254752291,   58.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078412680,  -0.003922591870369,   98.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078167790,  -0.003925047371787,   52.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075143877,  -0.003924531610268,    7.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077823991,  -0.003927874482856,   39.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077283408,  -0.003930843826259,   38.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077569321,  -0.003929499034452,   34.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078297074,  -0.003923796702475,   10.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.078295000,  -0.003923817572591,   67.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076475315,  -0.003931879784491,   33.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077367687,  -0.003930500251828,   33.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077953677,  -0.003926893397092,   27.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076901198,  -0.003931845170142,   30.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076689062,  -0.003932005421952,   37.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076760965,  -0.003931982845962,   22.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077890238,  -0.003927386262917,   39.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077663602,  -0.003928944359482,   32.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075365569,  -0.003926547246053,   16.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077760119,  -0.003928319577114,   36.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075849408,  -0.003929842632995,  139.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076947377,  -0.003931772781574,  243.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077983536,  -0.003926652853077,   32.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075562204,  -0.003928068594170,  257.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077588260,  -0.003929392033707,  150.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075068574,  -0.003923774262181,   32.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076192942,  -0.003931269873396,  660.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076744946,  -0.003931990696459,  351.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075258606,  -0.003925614567957,  111.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076811505,  -0.003931947485683,  366.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077167482,  -0.003931244065651,  230.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076162205,  -0.003931172876767,   37.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.077892433,  -0.003927369623514,  152.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076132858,  -0.003931074646469,   33.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075159873,  -0.003924687737198,   32.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075267288,  -0.003925693036175,  173.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.076734821,  -0.003931994824586,  107.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.075193243,  -0.003925008075532,   37.0
 10.00,  0.30,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,.074921325,  -0.003922186481980,   33.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077054734,  -0.003931552794684,   13.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.075399165,  -0.003926824894730,  123.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.075800488,  -0.003929577934112,   19.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076260636,  -0.003931462272360,  134.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.075131366,  -0.003924408342828,   23.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077624617,  -0.003929180390107,   17.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.078198851,  -0.003924756231712,   14.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076785072,  -0.003931967985127,   18.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.075557968,  -0.003928038452414,   16.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076853827,  -0.003931905508763,  186.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077167574,  -0.003931243781773,  245.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076806501,  -0.003931951703381,   11.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.078218461,  -0.003924569371249,   15.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076621215,  -0.003931996821089,  335.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077596429,  -0.003929345188978,   14.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076293431,  -0.003931544996602,  114.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077474055,  -0.003930003541748,   30.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.074985457,  -0.003922895413945,   25.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077785236,  -0.003928147549381,   15.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.078446888,  -0.003922219735236,   21.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076430973,  -0.003931817511758,  109.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077382822,  -0.003930433870166,   92.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.075079659,  -0.003923888058441,   30.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076300061,  -0.003931560888668,   15.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077181973,  -0.003931198624398,   22.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076295375,  -0.003931549685897,  120.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076962341,  -0.003931746452107,   13.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077834474,  -0.003927799025411,   23.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.075612460,  -0.003928417355641,  312.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077259367,  -0.003930933721110,   15.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.078311408,  -0.003923651742791,   31.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.076333559,  -0.003931636915950,   19.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.077492159,  -0.003929912001683,   18.0
 30.00,  0.50,  0.70,  0.90,  0.10,  0.30,  0.50,  0.70,.075879305,  -0.003929996847042,   24.0
