a,b,c,d,e,f,g,h,x1,x2,x3,x4,y,calls
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.043350010791505,   0.013029270697490,   0.026433089944736,   0.061613045198495,  -0.066089076200585,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.007481890910288,   0.001662132019126,   0.024467332327437,   0.052115408636361,  -0.061940026470004,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.050512829009904,   0.029024502622533,   0.031333759682534,   0.083033618227330,  -0.037233928814396,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.025659542264270,   0.003025427788747,   0.000055368331642,   0.017218764658826,  -0.095071519977624,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.016650050456584,   0.011763134676162,   0.020299756482896,   0.048211870341249,  -0.061270296284266,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.088046532028697,   0.006368942247276,   0.006004994250970,   0.085528389030862,  -0.060060777539477,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.081241289747789,   0.000985229554409,   0.027041631508750,   0.024180283264976,  -0.054362947960701,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.099363421424317,   0.009302682299044,   0.001905724461781,   0.090624733570494,  -0.043377362181370,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.040106020884165,   0.016058723968088,   0.040996926921888,   0.051434355274439,  -0.043433148551507,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.044399167187623,   0.003385518114381,   0.001663349478883,   0.017286322434855,  -0.090812284360868,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.074829116102349,   0.007835348980538,   0.023659267220728,   0.044941900239721,  -0.068364499944398,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.087497341946089,   0.006144191623416,   0.034135429321666,   0.087580976748700,  -0.055429385470758,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.039404730855538,   0.005867289620543,   0.033237406068944,   0.045047677213653,  -0.064492631636940,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.046148429734639,   0.017962290826395,   0.007729759867038,   0.092488727463095,  -0.060946042199308,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.054254081247736,   0.011721466119950,   0.006624816532674,   0.077472712919723,  -0.075429284291240,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.068250819863285,   0.026212649706961,   0.015542759624126,   0.039622172814718,  -0.043983816230452,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.082758666813944,   0.012198875311239,   0.054982810359855,   0.118980522665121,  -0.039315955200809,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.057270927000520,   0.008351569730509,   0.011502160674098,   0.024028978072775,  -0.076040458864155,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.076343581202956,   0.006751205727659,   0.003081529479056,   0.096455127839201,  -0.059667605886685,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.158136407860425,   0.025667369791808,   0.030299719307477,   0.093762648556440,  -0.010914885449630,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.075879231299242,   0.017197529207897,   0.040918854545670,   0.139801264479191,  -0.035642431995876,            100000.0
  10.000000000000000,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.100000001490116,   0.045602689498621,   0.000225805751583,   0.008108345917367,   0.106033716370528,  -0.070816981499364,            100000.0
