a,b,c,d,e,f,g,h,x,y,calls
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.077201974,  -0.003931133745849,   20.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.076919557,  -0.003931817994415,  167.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.076319127,  -0.003931605035030,   12.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.075100188,  -0.003924096703785,  229.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.075428837,  -0.003927064029645,   14.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.078159217,  -0.003925126694759,   12.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.077152395,  -0.003931289984979,   75.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.077232206,  -0.003931030942365,  140.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.076217296,  -0.003931342451783,   20.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.076648464,  -0.003932003767086,   17.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.078408196,  -0.003922640122358,  158.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.076979514,  -0.003931714506686,   12.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.078329575,  -0.003923466221674,   11.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.077031080,  -0.003931607467610,   83.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.074997169,  -0.003923021978898,  140.0
 10.00,  0.90,  0.90,  0.90,  0.10,  0.10,  0.10,  0.90,.075252375,  -0.003925557951586,   46.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077807730,  -0.003927990185892,   62.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078314730,  -0.003923617974918,   76.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075136585,  -0.003924459882837,   12.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076041430,  -0.003930733389254,   23.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075056285,  -0.003923647154100,   14.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076619927,  -0.003931996377024,   10.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076552786,  -0.003931958695410,   81.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075610381,  -0.003928403247596,   70.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077154652,  -0.003931283204352,   13.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078182745,  -0.003924907934618,   18.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077740123,  -0.003928453745672,    3.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077261718,  -0.003930925086773,   15.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.074987655,  -0.003922919229949,   17.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077275531,  -0.003930873675630,   23.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077687022,  -0.003928798045904,   72.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078108810,  -0.003925583951262,   11.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078446151,  -0.003922227826771,   13.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077958977,  -0.003926851098792,   13.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078443361,  -0.003922258439597,   18.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078433789,  -0.003922363082175,    5.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076950157,  -0.003931767995632,   72.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075104328,  -0.003924138449544,  159.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077266224,  -0.003930908449328,   19.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.074976301,  -0.003922795839668,   11.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077283491,  -0.003930843511191,    8.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078068812,  -0.003925935703850,   14.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078222704,  -0.003924528632420,  126.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076217022,  -0.003931341655789,   66.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075489434,  -0.003927534711053,   10.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077354585,  -0.003930556568841,   15.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078371475,  -0.003923030659371,   15.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.074992279,  -0.003922969242809,  126.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078100483,  -0.003925657989197,  226.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075751207,  -0.003929295738772,    8.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077608851,  -0.003929273170911,   84.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075737622,  -0.003929215209267,   11.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078434438,  -0.003922355997097,   19.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076143310,  -0.003931110262507,    4.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076912807,  -0.003931828231582,   12.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076813281,  -0.003931945950580,   20.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077140871,  -0.003931324099054,  101.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078256140,  -0.003924203745099,    9.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077963935,  -0.003926811378547,    4.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077566844,  -0.003929512864048,    8.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075815603,  -0.003929661361771,   26.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078243425,  -0.003924328107222,  137.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076770689,  -0.003931977291749,  140.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078240655,  -0.003924355066664,   81.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078349200,  -0.003923263546523,   86.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077114347,  -0.003931399465731,   91.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075850352,  -0.003929847593436,    5.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075642114,  -0.003928615505330,    7.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077102159,  -0.003931432622995,   13.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075721895,  -0.003929120490434,  202.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077352794,  -0.003930564183089,    8.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078413621,  -0.003922581734897,   29.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076846114,  -0.003931913998894,    8.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077372086,  -0.003930481106324,   14.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077227251,  -0.003931048182374,   25.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075143287,  -0.003924525817806,   16.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077336448,  -0.003930632760833,   75.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075404340,  -0.003926867011634,   64.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078422286,  -0.003922488094566,   13.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076032087,  -0.003930695508220,   15.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075809319,  -0.003929626854751,   16.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075140230,  -0.003924495784328,   11.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078355563,  -0.003923197331688,   15.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077356797,  -0.003930547133615,   10.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075396824,  -0.003926805778445,  126.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.074957948,  -0.003922594611650,   13.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076801573,  -0.003931955703570,   15.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078404077,  -0.003922684338827,   87.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075748942,  -0.003929282398977,   10.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077015353,  -0.003931641880185,   74.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078347192,  -0.003923284395169,   77.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075339161,  -0.003926323873535,  184.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076052843,  -0.003930778902389,  125.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078215896,  -0.003924593948543,   67.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077569524,  -0.003929497899784,   27.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075673474,  -0.003928818891405,   13.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077718421,  -0.003928596566090,   22.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076906393,  -0.003931837694177,   77.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077064673,  -0.003931528775296,  145.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075236765,  -0.003925414998309,   11.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076183725,  -0.003931241419714,   15.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075002618,  -0.003923080551397,   92.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.078176555,  -0.003924965815080,  215.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077867957,  -0.003927553481416,   21.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075944265,  -0.003930312164094,   13.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075323558,  -0.003926189775700,   14.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075496734,  -0.003927589816402,   92.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076540546,  -0.003931948754812,   17.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076151914,  -0.003931139055788,   93.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075976965,  -0.003930460665438,    7.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075089188,  -0.003923985253903,   11.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.075306045,  -0.003926037377782,   87.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076836506,  -0.003931924050387,  106.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.077546113,  -0.003929627126711,   91.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076581501,  -0.003931978298585,    9.0
 10.00,  0.90,  0.90,  0.90,  0.50,  0.50,  0.50,  0.10,.076583248,  -0.003931979322983,    9.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075224061,  -0.003925297491299,   21.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077957230,  -0.003926865064398,   18.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075012625,  -0.003923187627971,   95.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075170335,  -0.003924788945249,   10.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077909315,  -0.003927240657376,    9.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076251121,  -0.003931436990615,  202.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078385625,  -0.003922881144974,   85.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076659438,  -0.003932005240213,    8.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077959261,  -0.003926848832169,  125.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078112122,  -0.003925554390796,   61.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076018967,  -0.003930641373732,  123.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078460394,  -0.003922070850628,   11.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077670658,  -0.003928900634858,   69.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076619433,  -0.003931996203598,    4.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075309403,  -0.003926066753790,   14.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077229038,  -0.003931041984338,   11.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075453004,  -0.003927254589696,   69.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077307273,  -0.003930751028833,   13.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076468484,  -0.003931871002285,   76.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078328261,  -0.003923479709078,   78.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077017994,  -0.003931636209414,   57.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078000264,  -0.003926515696586,   15.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077525488,  -0.003929738156298,   11.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075006002,  -0.003923116834982,   19.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.074969769,  -0.003922724476647,   67.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075236286,  -0.003925410585806,   12.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075036366,  -0.003923439046784,   91.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077716773,  -0.003928607292841,   22.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076000468,  -0.003930563175871,   16.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075487283,  -0.003927518415270,   19.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076968485,  -0.003931735235759,   13.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077731667,  -0.003928509741982,    7.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075110511,  -0.003924200588474,   13.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075576483,  -0.003928169343464,    9.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075917242,  -0.003930184275565,   10.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078241750,  -0.003924344412647,   14.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077496136,  -0.003929891621024,    8.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077348063,  -0.003930584200533,  176.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075176994,  -0.003924852991977,   20.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077810950,  -0.003927967405710,   18.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076095013,  -0.003930939860434,   12.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077996361,  -0.003926547854472,   81.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078170537,  -0.003925021867743,   15.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077295747,  -0.003930796288889,   79.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075874757,  -0.003929973753867,   79.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078433187,  -0.003922369644324,   67.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078345189,  -0.003923305157696,    7.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075901801,  -0.003930109104875,   17.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077129357,  -0.003931357356999,   21.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076834728,  -0.003931925847364,   15.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077106776,  -0.003931420172154,   74.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075686495,  -0.003928901478140,   64.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078412601,  -0.003922592724544,   22.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075853971,  -0.003929866541209,   17.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077318640,  -0.003930705581327,   25.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076285077,  -0.003931524574119,   19.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076752658,  -0.003931987118678,    8.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.074919932,  -0.003922170791830,   14.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078211506,  -0.003924635911310,   20.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075741303,  -0.003929237144453,    7.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076263482,  -0.003931469721651,   22.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075496494,  -0.003927588009133,    7.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078028236,  -0.003926282508324,   18.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076333302,  -0.003931636358423,    9.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075634273,  -0.003928563663034,   66.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.074924458,  -0.003922221737996,   12.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078116787,  -0.003925512627283,   68.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075121958,  -0.003924314973630,    9.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.074913940,  -0.003922103125135,   17.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075775629,  -0.003929437538656,   17.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076059889,  -0.003930806586318,   10.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076091639,  -0.003930927402134,   25.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076976591,  -0.003931720074094,   82.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075633764,  -0.003928560283915,   80.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075766622,  -0.003929385684739,   19.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076869674,  -0.003931886893839,   14.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076616936,  -0.003931995304651,   14.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076920701,  -0.003931816230081,   18.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075013181,  -0.003923193560783,   89.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076120651,  -0.003931032171403,   13.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078145305,  -0.003925254446613,   11.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075721201,  -0.003929116278758,   12.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076933967,  -0.003931795180580,   83.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075644832,  -0.003928633381448,   16.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075138280,  -0.003924476591291,    7.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.077620072,  -0.003929207297948,   22.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076897012,  -0.003931851069082,    7.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076889629,  -0.003931861206429,   22.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076500720,  -0.003931909847706,  145.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075870848,  -0.003929953804715,  137.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075577582,  -0.003928177045623,   12.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075081559,  -0.003923907482380,   12.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076851211,  -0.003931908430028,    8.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078068351,  -0.003925939702729,   94.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076603948,  -0.003931989992204,   10.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076298241,  -0.003931556554464,    8.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075669255,  -0.003928791898048,   10.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.076112451,  -0.003931003102389,   56.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.075788091,  -0.003929508412779,   13.0
 10.00,  0.90,  0.90,  0.90,  0.90,  0.90,  0.90,  0.50,.078344299,  -0.003923314385782,   16.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.078274074,  -0.003924026678895,  136.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.074936556,  -0.003922357280082,  106.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.077743678,  -0.003928430074039,  136.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.075446573,  -0.003927204248359,  105.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.075267378,  -0.003925693854185,   94.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.076855030,  -0.003931904151992,  129.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.077877761,  -0.003927480279000,   13.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.075539810,  -0.003927907940453,  163.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.077734542,  -0.003928490751811,   77.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.078456806,  -0.003922110508879,  133.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.075727315,  -0.003929153310991,  118.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.076213441,  -0.003931331213967,  104.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.075322442,  -0.003926180119333,   16.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.075012907,  -0.003923190641765,   91.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.078162571,  -0.003925095713772,  250.0
 50.00,  0.10,  0.50,  0.90,  0.10,  0.50,  0.90,  0.10,.078202550,  -0.003924721162591,  124.0
