a,b,c,d,x,y,calls
 10.00,  0.70,  0.70,  0.70,.076326332,  -0.003931621116766,   77.0
 10.00,  0.70,  0.70,  0.70,.077638756,  -0.003929095878374,   20.0
 10.00,  0.70,  0.70,  0.70,.075520683,  -0.003927768160269,   19.0
 10.00,  0.70,  0.70,  0.70,.077165406,  -0.003931250467973,   11.0
 10.00,  0.70,  0.70,  0.70,.075153792,  -0.003924628576534,   21.0
 10.00,  0.70,  0.70,  0.70,.076639069,  -0.003932001901852,   19.0
 10.00,  0.70,  0.70,  0.70,.075500323,  -0.003927616775779,   24.0
 10.00,  0.70,  0.70,  0.70,.074927086,  -0.003922251271733,   71.0
 10.00,  0.70,  0.70,  0.70,.075046858,  -0.003923548988637,  143.0
 10.00,  0.70,  0.70,  0.70,.077247617,  -0.003930976344208,   96.0
 10.00,  0.70,  0.70,  0.70,.075300692,  -0.003925990395236,   11.0
 10.00,  0.70,  0.70,  0.70,.075418825,  -0.003926983972743,    8.0
 10.00,  0.70,  0.70,  0.70,.075954402,  -0.003930358933393,   94.0
 10.00,  0.70,  0.70,  0.70,.076110907,  -0.003930997581627,   92.0
 10.00,  0.70,  0.70,  0.70,.077078078,  -0.003931495402353,   16.0
 10.00,  0.70,  0.70,  0.70,.075322042,  -0.003926176658869,   16.0
 10.00,  0.70,  0.70,  0.70,.075906995,  -0.003930134558550,   13.0
 10.00,  0.70,  0.70,  0.70,.075616205,  -0.003928442692416,   20.0
 10.00,  0.70,  0.70,  0.70,.075964772,  -0.003930406096171,    2.0
 10.00,  0.70,  0.70,  0.70,.078224866,  -0.003924507837845,   85.0
 10.00,  0.70,  0.70,  0.70,.077288242,  -0.003930825318351,   14.0
 10.00,  0.70,  0.70,  0.70,.075626086,  -0.003928509104808,   24.0
 10.00,  0.70,  0.70,  0.70,.075186737,  -0.003924946186166,   22.0
 10.00,  0.70,  0.70,  0.70,.076103614,  -0.003930971297323,  173.0
 10.00,  0.70,  0.70,  0.70,.076177255,  -0.003931221122925,   86.0
 10.00,  0.70,  0.70,  0.70,.076797204,  -0.003931959122142,   71.0
 10.00,  0.70,  0.70,  0.70,.078365656,  -0.003923091790967,   17.0
 10.00,  0.70,  0.70,  0.70,.077289385,  -0.003930820917027,   21.0
 10.00,  0.70,  0.70,  0.70,.077700076,  -0.003928715020875,   12.0
 10.00,  0.70,  0.70,  0.70,.075443766,  -0.003927182196087,   16.0
 10.00,  0.70,  0.70,  0.70,.078264085,  -0.003924125544216,   14.0
 10.00,  0.70,  0.70,  0.70,.075152379,  -0.003924614798389,   20.0
 10.00,  0.70,  0.70,  0.70,.074954283,  -0.003922554161400,   97.0
 10.00,  0.70,  0.70,  0.70,.075229314,  -0.003925346203292,   78.0
 10.00,  0.70,  0.70,  0.70,.078296223,  -0.003923805264484,   23.0
 10.00,  0.70,  0.70,  0.70,.076747338,  -0.003931989627165,   15.0
 10.00,  0.70,  0.70,  0.70,.078295408,  -0.003923813471542,   12.0
 10.00,  0.70,  0.70,  0.70,.077116388,  -0.003931393824843,   14.0
 10.00,  0.70,  0.70,  0.70,.076125543,  -0.003931049308176,   14.0
 10.00,  0.70,  0.70,  0.70,.075642858,  -0.003928620399012,   21.0
 10.00,  0.70,  0.70,  0.70,.075501031,  -0.003927622087779,    9.0
 10.00,  0.70,  0.70,  0.70,.077292217,  -0.003930809985526,   84.0
 10.00,  0.70,  0.70,  0.70,.075212035,  -0.003925185290558,   29.0
 10.00,  0.70,  0.70,  0.70,.076527475,  -0.003931937091737,  148.0
 10.00,  0.70,  0.70,  0.70,.078083045,  -0.003925811661168,   11.0
 10.00,  0.70,  0.70,  0.70,.075254321,  -0.003925575659809,   12.0
 10.00,  0.70,  0.70,  0.70,.075456177,  -0.003927279329319,  103.0
 10.00,  0.70,  0.70,  0.70,.076658513,  -0.003932005145340,    8.0
 10.00,  0.70,  0.70,  0.70,.077185564,  -0.003931187158112,   13.0
 10.00,  0.70,  0.70,  0.70,.074909426,  -0.003922051993560,   23.0
 10.00,  0.70,  0.70,  0.70,.078293182,  -0.003923835847255,   16.0
 10.00,  0.70,  0.70,  0.70,.076225128,  -0.003931364988421,   14.0
 10.00,  0.90,  0.90,  0.90,.075622660,  -0.003928486148759,   12.0
 10.00,  0.90,  0.90,  0.90,.076234512,  -0.003931391479085,   18.0
 10.00,  0.90,  0.90,  0.90,.076246021,  -0.003931423203748,   69.0
 10.00,  0.90,  0.90,  0.90,.078450223,  -0.003922183079071,   21.0
 10.00,  0.90,  0.90,  0.90,.077568155,  -0.003929505549505,    7.0
 10.00,  0.90,  0.90,  0.90,.077745140,  -0.003928420311898,    5.0
 10.00,  0.90,  0.90,  0.90,.077302723,  -0.003930768994764,   10.0
 10.00,  0.90,  0.90,  0.90,.078308874,  -0.003923677467181,   73.0
 10.00,  0.90,  0.90,  0.90,.078059539,  -0.003926015851276,    9.0
 10.00,  0.90,  0.90,  0.90,.078406117,  -0.003922662453012,   73.0
 10.00,  0.90,  0.90,  0.90,.075429991,  -0.003927073217318,    8.0
 10.00,  0.90,  0.90,  0.90,.078105122,  -0.003925616799051,  205.0
 10.00,  0.90,  0.90,  0.90,.078408504,  -0.003922636813082,  169.0
 10.00,  0.90,  0.90,  0.90,.075465458,  -0.003927351320443,   16.0
 10.00,  0.90,  0.90,  0.90,.074973981,  -0.003922770524916,   13.0
 10.00,  0.90,  0.90,  0.90,.077641707,  -0.003929078082241,   18.0
 10.00,  0.90,  0.90,  0.90,.077811878,  -0.003927960827431,   14.0
 10.00,  0.90,  0.90,  0.90,.074926214,  -0.003922241476646,   21.0
 10.00,  0.90,  0.90,  0.90,.076778872,  -0.003931972156635,   87.0
 10.00,  0.90,  0.90,  0.90,.078122774,  -0.003925458839473,   25.0
 10.00,  0.90,  0.90,  0.90,.077512026,  -0.003929809205264,  218.0
 10.00,  0.90,  0.90,  0.90,.076546120,  -0.003931953399140,    8.0
 10.00,  0.90,  0.90,  0.90,.074952543,  -0.003922534930550,   15.0
 10.00,  0.90,  0.90,  0.90,.076557060,  -0.003931961943441,  159.0
 10.00,  0.90,  0.90,  0.90,.076087521,  -0.003930912097304,   16.0
 10.00,  0.90,  0.90,  0.90,.077906205,  -0.003927264541257,   89.0
 10.00,  0.90,  0.90,  0.90,.075256632,  -0.003925596659260,   23.0
 10.00,  0.90,  0.90,  0.90,.077097314,  -0.003931445544575,   10.0
 10.00,  0.90,  0.90,  0.90,.078235203,  -0.003924407990621,   77.0
 10.00,  0.90,  0.90,  0.90,.075401983,  -0.003926847845461,   73.0
 10.00,  0.90,  0.90,  0.90,.078208832,  -0.003924661419553,    9.0
 10.00,  0.90,  0.90,  0.90,.075236945,  -0.003925416657932,   17.0
 10.00,  0.90,  0.90,  0.90,.078418447,  -0.003922529631757,    9.0
 10.00,  0.90,  0.90,  0.90,.076134852,  -0.003931081493846,   91.0
 10.00,  0.90,  0.90,  0.90,.077952330,  -0.003926904120416,   20.0
 10.00,  0.90,  0.90,  0.90,.078261504,  -0.003924150989834,   19.0
 10.00,  0.90,  0.90,  0.90,.077967378,  -0.003926783701732,    8.0
 10.00,  0.90,  0.90,  0.90,.077765749,  -0.003928281357599,   92.0
 10.00,  0.90,  0.90,  0.90,.076195869,  -0.003931278796328,   15.0
 10.00,  0.90,  0.90,  0.90,.077517737,  -0.003929779204046,   75.0
 10.00,  0.90,  0.90,  0.90,.078080000,  -0.003925838305347,   94.0
 10.00,  0.90,  0.90,  0.90,.075026287,  -0.003923332760093,   21.0
 10.00,  0.90,  0.90,  0.90,.077549309,  -0.003929609681934,    8.0
 10.00,  0.90,  0.90,  0.90,.078163561,  -0.003925086555212,   16.0
 10.00,  0.90,  0.90,  0.90,.077786508,  -0.003928138738042,    8.0
 10.00,  0.90,  0.90,  0.90,.077756540,  -0.003928343771994,   18.0
 10.00,  0.90,  0.90,  0.90,.075078857,  -0.003923879854830,    7.0
 10.00,  0.90,  0.90,  0.90,.076147155,  -0.003931123188415,   10.0
 10.00,  0.90,  0.90,  0.90,.077382514,  -0.003930435235174,   16.0
 10.00,  0.90,  0.90,  0.90,.075804958,  -0.003929602756037,   87.0
 10.00,  0.90,  0.90,  0.90,.075317161,  -0.003926134334785,  134.0
 10.00,  0.90,  0.90,  0.90,.077650664,  -0.003929023738441,   10.0
 10.00,  0.90,  0.90,  0.90,.075735488,  -0.003929202447720,   12.0
 10.00,  0.90,  0.90,  0.90,.077937416,  -0.003927022090646,   23.0
 10.00,  0.90,  0.90,  0.90,.077993123,  -0.003926574456414,   17.0
 10.00,  0.90,  0.90,  0.90,.077864371,  -0.003927580109667,  144.0
 10.00,  0.90,  0.90,  0.90,.075585643,  -0.003928233278627,   70.0
 10.00,  0.90,  0.90,  0.90,.075075996,  -0.003923850544322,    6.0
 10.00,  0.90,  0.90,  0.90,.074921957,  -0.003922193601679,   11.0
 10.00,  0.90,  0.90,  0.90,.075634180,  -0.003928563046645,    6.0
 10.00,  0.90,  0.90,  0.90,.076261476,  -0.003931464477714,   84.0
 10.00,  0.90,  0.90,  0.90,.077881849,  -0.003927449578813,    1.0
 10.00,  0.90,  0.90,  0.90,.076218152,  -0.003931344932858,  123.0
 10.00,  0.90,  0.90,  0.90,.074921495,  -0.003922188395382,   10.0
 10.00,  0.90,  0.90,  0.90,.077707197,  -0.003928669287743,   19.0
 10.00,  0.90,  0.90,  0.90,.076827618,  -0.003931932832206,  157.0
 10.00,  0.90,  0.90,  0.90,.074972184,  -0.003922750896266,   97.0
 10.00,  0.90,  0.90,  0.90,.078368328,  -0.003923063740500,   10.0
 10.00,  0.90,  0.90,  0.90,.075002865,  -0.003923083206173,    8.0
 10.00,  0.90,  0.90,  0.90,.075964331,  -0.003930404103263,   12.0
 10.00,  0.90,  0.90,  0.90,.078259036,  -0.003924175288759,   76.0
 10.00,  0.90,  0.90,  0.90,.078258987,  -0.003924175771621,   21.0
 10.00,  0.90,  0.90,  0.90,.075178011,  -0.003924862750481,    8.0
 10.00,  0.90,  0.90,  0.90,.077555556,  -0.003929575409201,   13.0
 10.00,  0.90,  0.90,  0.90,.074984702,  -0.003922887225357,  244.0
 10.00,  0.90,  0.90,  0.90,.075052305,  -0.003923605777823,   14.0
 10.00,  0.90,  0.90,  0.90,.075247332,  -0.003925511935745,   19.0
 10.00,  0.90,  0.90,  0.90,.074928461,  -0.003922266698644,   94.0
 10.00,  0.90,  0.90,  0.90,.075008687,  -0.003923145571170,   17.0
 10.00,  0.90,  0.90,  0.90,.077470783,  -0.003930019868460,   11.0
 10.00,  0.90,  0.90,  0.90,.077113789,  -0.003931401005366,   11.0
 10.00,  0.90,  0.90,  0.90,.078448523,  -0.003922201776418,   77.0
 10.00,  0.90,  0.90,  0.90,.075836796,  -0.003929775864677,  121.0
 10.00,  0.90,  0.90,  0.90,.075918605,  -0.003930190840921,  194.0
 10.00,  0.90,  0.90,  0.90,.076924154,  -0.003931810858377,   36.0
 10.00,  0.90,  0.90,  0.90,.076431159,  -0.003931817799765,   14.0
 10.00,  0.90,  0.90,  0.90,.078100354,  -0.003925659135873,   22.0
 10.00,  0.90,  0.90,  0.90,.075260427,  -0.003925631068699,   20.0
 10.00,  0.90,  0.90,  0.90,.078189203,  -0.003924847295870,  157.0
 10.00,  0.90,  0.90,  0.90,.077577143,  -0.003929455112420,   63.0
 10.00,  0.90,  0.90,  0.90,.076063661,  -0.003930821277091,   49.0
 10.00,  0.90,  0.90,  0.90,.077374154,  -0.003930472060310,  102.0
 10.00,  0.90,  0.90,  0.90,.074949361,  -0.003922499699476,   56.0
 10.00,  0.90,  0.90,  0.90,.075003369,  -0.003923088618761,   93.0
 10.00,  0.90,  0.90,  0.90,.077844791,  -0.003927724102925,  138.0
 10.00,  0.90,  0.90,  0.90,.076145403,  -0.003931117310334,   64.0
 10.00,  0.90,  0.90,  0.90,.075763578,  -0.003929368044216,   73.0
 10.00,  0.90,  0.90,  0.90,.077955940,  -0.003926875362580,    5.0
 10.00,  0.90,  0.90,  0.90,.075173214,  -0.003924816669569,  146.0
 10.00,  0.90,  0.90,  0.90,.078165611,  -0.003925067575694,   10.0
 30.00,  0.10,  0.30,  0.50,.077321235,  -0.003930695092849,  130.0
 30.00,  0.10,  0.30,  0.50,.077866528,  -0.003927564104032,  241.0
 30.00,  0.10,  0.30,  0.50,.076199931,  -0.003931291087923,  297.0
 30.00,  0.10,  0.30,  0.50,.075630674,  -0.003928539734161,  182.0
 30.00,  0.10,  0.30,  0.50,.075173723,  -0.003924821565366,  233.0
 30.00,  0.10,  0.30,  0.50,.075278595,  -0.003925794507299,  185.0
 30.00,  0.10,  0.30,  0.50,.077632234,  -0.003929135014361,  140.0
 30.00,  0.10,  0.30,  0.50,.075470396,  -0.003927389393918,   88.0
 30.00,  0.10,  0.30,  0.50,.075166298,  -0.003924749976666,  353.0
 30.00,  0.10,  0.30,  0.50,.075684102,  -0.003928886380042,  633.0
 30.00,  0.10,  0.30,  0.50,.075413646,  -0.003926942309649,   82.0
 30.00,  0.10,  0.30,  0.50,.077987205,  -0.003926622915468,  178.0
 30.00,  0.10,  0.30,  0.50,.077784286,  -0.003928154128954,  368.0
 30.00,  0.10,  0.30,  0.50,.078441626,  -0.003922277443887,  399.0
 30.00,  0.10,  0.30,  0.50,.075747765,  -0.003929275449411,  343.0
 30.00,  0.10,  0.30,  0.50,.075742639,  -0.003929245085868,  106.0
 30.00,  0.10,  0.30,  0.50,.075265218,  -0.003925674379588,  169.0
 30.00,  0.10,  0.30,  0.50,.078375875,  -0.003922984299458,  260.0
 30.00,  0.10,  0.30,  0.50,.078109393,  -0.003925578751603,  185.0
 30.00,  0.10,  0.30,  0.50,.075761364,  -0.003929355176152,   96.0
 30.00,  0.10,  0.30,  0.50,.075057608,  -0.003923660884882,  274.0
 30.00,  0.10,  0.30,  0.50,.075903695,  -0.003930118404499,  233.0
 30.00,  0.10,  0.30,  0.50,.075374469,  -0.003926621507870,    1.0
 30.00,  0.10,  0.30,  0.50,.076452874,  -0.003931849826037,  169.0
 30.00,  0.10,  0.30,  0.50,.077167703,  -0.003931243382453,   47.0
 30.00,  0.10,  0.30,  0.50,.077407446,  -0.003930322822287,  178.0
 30.00,  0.10,  0.30,  0.50,.077056337,  -0.003931548961445,   97.0
 30.00,  0.10,  0.30,  0.50,.076361614,  -0.003931695101842,   67.0
 30.00,  0.10,  0.30,  0.50,.075904734,  -0.003930123500110,  106.0
 30.00,  0.10,  0.30,  0.50,.076330396,  -0.003931630042429,  118.0
 30.00,  0.10,  0.30,  0.50,.076254589,  -0.003931446272866,  135.0
 30.00,  0.10,  0.30,  0.50,.075736150,  -0.003929206407997,  153.0
 30.00,  0.10,  0.30,  0.50,.078095348,  -0.003925703434578,  156.0
 30.00,  0.10,  0.30,  0.50,.075982069,  -0.003930483229268,  123.0
 30.00,  0.10,  0.30,  0.50,.077622003,  -0.003929195880230,  339.0
 30.00,  0.10,  0.30,  0.50,.075425329,  -0.003927036057458,   95.0
 30.00,  0.10,  0.30,  0.50,.078281108,  -0.003923956687050,  104.0
 30.00,  0.10,  0.30,  0.50,.078382016,  -0.003922919397660,  193.0
 30.00,  0.10,  0.30,  0.50,.078400652,  -0.003922721023243,   82.0
 30.00,  0.10,  0.30,  0.50,.076564721,  -0.003931967476254,   39.0
 30.00,  0.10,  0.30,  0.50,.078267593,  -0.003924090896612,   32.0
 30.00,  0.10,  0.30,  0.50,.076902944,  -0.003931842676593,   87.0
 30.00,  0.10,  0.30,  0.50,.077461556,  -0.003930065556312,  191.0
 30.00,  0.10,  0.30,  0.50,.078282292,  -0.003923944879523,  131.0
 30.00,  0.10,  0.30,  0.50,.075508961,  -0.003927681330265,  192.0
 30.00,  0.10,  0.30,  0.50,.078237779,  -0.003924383000892,  115.0
 30.00,  0.10,  0.30,  0.50,.075898570,  -0.003930093180734,  135.0
 30.00,  0.10,  0.30,  0.50,.078430239,  -0.003922401748162,   94.0
 30.00,  0.10,  0.30,  0.50,.075577258,  -0.003928174774219,  161.0
 30.00,  0.10,  0.30,  0.50,.077711888,  -0.003928638987283,  183.0
 30.00,  0.10,  0.30,  0.50,.075420444,  -0.003926996967282,   20.0
 30.00,  0.10,  0.30,  0.50,.075176646,  -0.003924849652783,  150.0
 30.00,  0.10,  0.30,  0.50,.075857302,  -0.003929883912070,  320.0
 30.00,  0.10,  0.30,  0.50,.076074551,  -0.003930863180584,  351.0
 30.00,  0.10,  0.30,  0.50,.075491373,  -0.003927549384241,  257.0
 30.00,  0.10,  0.30,  0.50,.076140577,  -0.003931101016187,  146.0
 30.00,  0.10,  0.30,  0.50,.078390552,  -0.003922828802002,    1.0
 30.00,  0.10,  0.30,  0.50,.075943195,  -0.003930307188276,  147.0
 30.00,  0.10,  0.30,  0.50,.075358252,  -0.003926485813990,  207.0
 30.00,  0.10,  0.30,  0.50,.075193797,  -0.003925013328314,   10.0
 30.00,  0.10,  0.30,  0.50,.075607238,  -0.003928381874120,  201.0
 30.00,  0.10,  0.30,  0.50,.077553596,  -0.003929586188368,  295.0
 30.00,  0.10,  0.30,  0.50,.076874570,  -0.003931880823490,  166.0
 30.00,  0.10,  0.30,  0.50,.076840215,  -0.003931920239306,   96.0
 30.00,  0.10,  0.30,  0.50,.076218927,  -0.003931347177003,  119.0
 30.00,  0.10,  0.30,  0.50,.077434253,  -0.003930197643206,   94.0
 30.00,  0.10,  0.30,  0.50,.078163797,  -0.003925084373904,  168.0
 30.00,  0.10,  0.30,  0.50,.077317902,  -0.003930708556625,  130.0
 30.00,  0.10,  0.30,  0.50,.078186813,  -0.003924869770246,   68.0
 30.00,  0.10,  0.30,  0.50,.078005034,  -0.003926476271760,  145.0
 30.00,  0.10,  0.30,  0.50,.076038749,  -0.003930722577287,  109.0
 30.00,  0.10,  0.30,  0.50,.076059003,  -0.003930803125404,  212.0
 30.00,  0.10,  0.30,  0.50,.076412974,  -0.003931788679329,  223.0
 30.00,  0.10,  0.30,  0.50,.077615421,  -0.003929234694927,  203.0
 30.00,  0.10,  0.30,  0.50,.076970174,  -0.003931732109707,  148.0
 30.00,  0.10,  0.30,  0.50,.077651255,  -0.003929020132502,   78.0
 30.00,  0.10,  0.30,  0.50,.077880347,  -0.003927460871840,  151.0
 30.00,  0.10,  0.30,  0.50,.078396477,  -0.003922765647908,  117.0
 30.00,  0.10,  0.30,  0.50,.074956395,  -0.003922577486162,    1.0
 30.00,  0.10,  0.30,  0.50,.075708836,  -0.003929040637269,  187.0
 30.00,  0.10,  0.30,  0.50,.076915419,  -0.003931824303509,  159.0
 30.00,  0.10,  0.30,  0.50,.075985808,  -0.003930499649015,  123.0
 30.00,  0.10,  0.30,  0.50,.074962063,  -0.003922639918632,  125.0
 30.00,  0.10,  0.30,  0.50,.075778841,  -0.003929455902706,  105.0
 30.00,  0.10,  0.30,  0.50,.076119094,  -0.003931026683305,  309.0
 30.00,  0.10,  0.30,  0.50,.075859529,  -0.003929895483007,  155.0
 30.00,  0.10,  0.30,  0.50,.077960650,  -0.003926837711811,   19.0
 30.00,  0.10,  0.30,  0.50,.075860026,  -0.003929898061911,   80.0
 30.00,  0.10,  0.30,  0.50,.077312233,  -0.003930731296436,   51.0
 30.00,  0.10,  0.30,  0.50,.077155884,  -0.003931279490651,  140.0
 30.00,  0.10,  0.30,  0.50,.076960535,  -0.003931749705009,  204.0
 30.00,  0.10,  0.30,  0.50,.078214278,  -0.003924609429907,   17.0
 30.00,  0.10,  0.30,  0.50,.076585910,  -0.003931980846585,   77.0
 30.00,  0.10,  0.30,  0.50,.078293159,  -0.003923836077852,  133.0
 30.00,  0.10,  0.30,  0.50,.078354787,  -0.003923205418011,  140.0
 30.00,  0.10,  0.30,  0.50,.076927562,  -0.003931805482663,   71.0
 30.00,  0.10,  0.30,  0.50,.077407433,  -0.003930322879233,  102.0
 30.00,  0.10,  0.30,  0.50,.074945504,  -0.003922456917661,  419.0
 30.00,  0.10,  0.30,  0.50,.075494101,  -0.003927569981988,  231.0
 30.00,  0.10,  0.30,  0.50,.077088521,  -0.003931468622240,   96.0
 30.00,  0.30,  0.50,  0.70,.076049910,  -0.003930767285007,   25.0
 30.00,  0.30,  0.50,  0.70,.078175919,  -0.003924971751311,   37.0
 30.00,  0.30,  0.50,  0.70,.076848292,  -0.003931911639157,   42.0
 30.00,  0.30,  0.50,  0.70,.078188775,  -0.003924851324548,   30.0
 30.00,  0.30,  0.50,  0.70,.075902541,  -0.003930112741134,   38.0
 30.00,  0.30,  0.50,  0.70,.077376886,  -0.003930460072560,   30.0
 30.00,  0.30,  0.50,  0.70,.078028439,  -0.003926280794935,   41.0
 30.00,  0.30,  0.50,  0.70,.075237819,  -0.003925424696565,   19.0
 30.00,  0.30,  0.50,  0.70,.076094835,  -0.003930939204819,   27.0
 30.00,  0.30,  0.50,  0.70,.077301631,  -0.003930773287114,   38.0
 30.00,  0.30,  0.50,  0.70,.077133661,  -0.003931345021817,   34.0
 30.00,  0.30,  0.50,  0.70,.077043491,  -0.003931579218551,  376.0
 30.00,  0.30,  0.50,  0.70,.075806649,  -0.003929612118107,  159.0
 30.00,  0.30,  0.50,  0.70,.076273472,  -0.003931495464188,   41.0
 30.00,  0.30,  0.50,  0.70,.078165950,  -0.003925064434274,  167.0
 30.00,  0.30,  0.50,  0.70,.077963961,  -0.003926811171363,   38.0
 30.00,  0.30,  0.50,  0.70,.077373470,  -0.003930475056913,   21.0
 30.00,  0.30,  0.50,  0.70,.077084631,  -0.003931478676855,   25.0
 30.00,  0.30,  0.50,  0.70,.075851933,  -0.003929855878854,   43.0
 30.00,  0.30,  0.50,  0.70,.077055329,  -0.003931551373653,   25.0
 30.00,  0.30,  0.50,  0.70,.078384826,  -0.003922889621410,   35.0
 30.00,  0.30,  0.50,  0.70,.075272815,  -0.003925742743798,   33.0
 30.00,  0.30,  0.50,  0.70,.076576932,  -0.003931975528011,   39.0
 30.00,  0.30,  0.50,  0.70,.076040355,  -0.003930729057988,   24.0
 30.00,  0.30,  0.50,  0.70,.075827124,  -0.003929723962636,   20.0
 30.00,  0.30,  0.50,  0.70,.078135165,  -0.003925346815952,    1.0
 30.00,  0.30,  0.50,  0.70,.076875198,  -0.003931880034006,   33.0
 30.00,  0.30,  0.50,  0.70,.075178938,  -0.003924871637157,  205.0
 30.00,  0.30,  0.50,  0.70,.076978804,  -0.003931715864490,   27.0
 30.00,  0.30,  0.50,  0.70,.077779254,  -0.003928188874708,  367.0
 30.00,  0.30,  0.50,  0.70,.077768802,  -0.003928260550907,   22.0
 30.00,  0.30,  0.50,  0.70,.075509011,  -0.003927681701867,   23.0
 30.00,  0.30,  0.50,  0.70,.076321740,  -0.003931610904466,  195.0
 30.00,  0.30,  0.50,  0.70,.075239820,  -0.003925443094266,   39.0
 30.00,  0.30,  0.50,  0.70,.075196434,  -0.003925038331135,   45.0
 30.00,  0.30,  0.50,  0.70,.075785336,  -0.003929492829666,   33.0
 30.00,  0.30,  0.50,  0.70,.076262789,  -0.003931467913665,    8.0
 30.00,  0.30,  0.50,  0.70,.076062487,  -0.003930816714177,   31.0
 30.00,  0.30,  0.50,  0.70,.075362585,  -0.003926522237420,   22.0
 30.00,  0.30,  0.50,  0.70,.076995840,  -0.003931682421599,   20.0
 30.00,  0.30,  0.50,  0.70,.075396051,  -0.003926799460987,   13.0
 30.00,  0.30,  0.50,  0.70,.077382384,  -0.003930435811918,   25.0
 30.00,  0.30,  0.50,  0.70,.076161130,  -0.003931169375126,   43.0
 30.00,  0.30,  0.50,  0.70,.077634267,  -0.003929122840629,  199.0
 30.00,  0.30,  0.50,  0.70,.078356287,  -0.003923189784168,   28.0
 30.00,  0.30,  0.50,  0.70,.075366293,  -0.003926553311282,   37.0
 30.00,  0.30,  0.50,  0.70,.075199214,  -0.003925064634879,   23.0
 30.00,  0.30,  0.50,  0.70,.078051709,  -0.003926083116587,   16.0
 30.00,  0.30,  0.50,  0.70,.075293033,  -0.003925922858494,   24.0
 30.00,  0.30,  0.50,  0.70,.075106735,  -0.003924162669628,   36.0
 30.00,  0.30,  0.50,  0.70,.078416715,  -0.003922548344521,  146.0
 30.00,  0.30,  0.50,  0.70,.075348085,  -0.003926399867297,   35.0
 30.00,  0.30,  0.50,  0.70,.078421563,  -0.003922495918791,   30.0
 30.00,  0.30,  0.50,  0.70,.074950017,  -0.003922506977287,   18.0
 30.00,  0.30,  0.50,  0.70,.076319696,  -0.003931606317541,   36.0
 30.00,  0.30,  0.50,  0.70,.076375453,  -0.003931721963729,   32.0
 30.00,  0.30,  0.50,  0.70,.077611137,  -0.003929259818183,  162.0
 30.00,  0.30,  0.50,  0.70,.077387717,  -0.003930412094867,   25.0
 30.00,  0.30,  0.50,  0.70,.075632503,  -0.003928551901659,   33.0
 30.00,  0.30,  0.50,  0.70,.077124776,  -0.003931370359039,   38.0
 30.00,  0.30,  0.50,  0.70,.078383743,  -0.003922901099363,   24.0
 30.00,  0.30,  0.50,  0.70,.078323326,  -0.003923530263513,  206.0
 30.00,  0.30,  0.50,  0.70,.074917756,  -0.003922146243888,   41.0
 30.00,  0.30,  0.50,  0.70,.077435160,  -0.003930193327188,   32.0
 30.00,  0.30,  0.50,  0.70,.076654124,  -0.003932004621808,   31.0
 30.00,  0.30,  0.50,  0.70,.078274115,  -0.003924026263033,   32.0
 30.00,  0.30,  0.50,  0.70,.077343329,  -0.003930604097118,   35.0
 30.00,  0.30,  0.50,  0.70,.076326983,  -0.003931622552591,   29.0
 30.00,  0.30,  0.50,  0.70,.076865470,  -0.003931891985573,  662.0
 30.00,  0.30,  0.50,  0.70,.075030004,  -0.003923372033164,   48.0
 30.00,  0.30,  0.50,  0.70,.076593140,  -0.003931984759345,   16.0
 30.00,  0.30,  0.50,  0.70,.075671858,  -0.003928808560827,   31.0
 30.00,  0.30,  0.50,  0.70,.077842347,  -0.003927741914470,   43.0
 30.00,  0.30,  0.50,  0.70,.077697069,  -0.003928734240152,   18.0
 30.00,  0.30,  0.50,  0.70,.077847017,  -0.003927707849665,   36.0
 30.00,  0.30,  0.50,  0.70,.077215615,  -0.003931088068459,   25.0
 30.00,  0.30,  0.50,  0.70,.075773670,  -0.003929426305657,   24.0
 30.00,  0.30,  0.50,  0.70,.076782073,  -0.003931970033550,   32.0
 30.00,  0.30,  0.50,  0.70,.074945570,  -0.003922457656596,   14.0
 30.00,  0.30,  0.50,  0.70,.076004268,  -0.003930579419178,   31.0
 30.00,  0.30,  0.50,  0.70,.077907752,  -0.003927252666930,   30.0
 30.00,  0.30,  0.50,  0.70,.075570259,  -0.003928125592306,   26.0
 30.00,  0.30,  0.50,  0.70,.077335607,  -0.003930636243454,   26.0
 30.00,  0.30,  0.50,  0.70,.077867483,  -0.003927557007030,   13.0
 30.00,  0.30,  0.50,  0.70,.075732670,  -0.003929185556835,  169.0
 30.00,  0.30,  0.50,  0.70,.075665222,  -0.003928765984112,   22.0
 30.00,  0.30,  0.50,  0.70,.076196402,  -0.003931280415220,   32.0
 30.00,  0.30,  0.50,  0.70,.076909464,  -0.003931833196149,   27.0
 30.00,  0.30,  0.50,  0.70,.076201223,  -0.003931294974671,  174.0
 30.00,  0.30,  0.50,  0.70,.078239793,  -0.003924363445638,   29.0
 30.00,  0.30,  0.50,  0.70,.077267646,  -0.003930903169067,   40.0
 30.00,  0.30,  0.50,  0.70,.075769175,  -0.003929400438245,   42.0
 30.00,  0.30,  0.50,  0.70,.077494846,  -0.003929898243210,   28.0
 30.00,  0.30,  0.50,  0.70,.076239984,  -0.003931406668505,   28.0
 30.00,  0.30,  0.50,  0.70,.076275872,  -0.003931501555333,  182.0
 30.00,  0.30,  0.50,  0.70,.075262133,  -0.003925646503409,   30.0
 30.00,  0.30,  0.50,  0.70,.076736228,  -0.003931994289656,  216.0
