a,b,c,d,e,f,g,h,x1,x2,y,calls
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.135212268,.069004594,  -0.014891429941873,             64116.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.135697013,.066641316,  -0.014878125886244,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.135664830,.068837687,  -0.014896127450496,             96466.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.134576948,.068518272,  -0.014889074846107,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.138094158,.069674155,  -0.014887559465086,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.135697847,.066858046,  -0.014883067817791,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.134844363,.067090756,  -0.014882644545360,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.134372000,.067215855,  -0.014880343990680,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.132630878,.068162041,  -0.014860629845657,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.136947504,.069216836,  -0.014896412934526,             43407.0
 10.00,  0.10,  0.10,  0.10,  0.50,  0.50,  0.50,  0.50,.133477233,.068349372,  -0.014875200571796,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.137927836,.069245768,  -0.014894244008240,             11830.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.134740200,.069478199,  -0.014880192760476,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.136672398,.067340261,  -0.014893315105531,             47489.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.138704391,.066962430,  -0.014875296763258,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.137141716,.067635069,  -0.014896568552946,             25159.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.136131582,.067286750,  -0.014892091958029,             57722.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.134263246,.067534870,  -0.014883037365226,            100000.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.138188414,.068606890,  -0.014896958091488,              4495.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.136315184,.067803685,  -0.014898453338422,             53194.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.136862662,.068262612,  -0.014901094227936,             20723.0
 10.00,  0.10,  0.10,  0.10,  0.90,  0.90,  0.90,  0.90,.138541967,.068147801,  -0.014893584253983,             48569.0
